,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Land and Offshore Split by State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,Arkansas,California,,Colorado,Delaware,D.C.,Florida,,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
DATE,Land,Offshore,Land,Offshore,Land,Land,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,TOTAL,
8/18/2017,2,0,5,0,0,1,16,0,37,0,0,0,0,0,0,0,1,0,0,0,2,49,16,0,0,0,0,0,2,0,0,1,0,0,0,0,62,0,0,51,28,131,0,34,0,0,0,0,459,0,9,0,0,0,14,0,26,930,16,946,
8/25/2017,2,0,4,0,0,1,16,0,37,0,0,0,0,0,0,0,1,0,0,0,2,50,16,0,0,0,0,0,2,0,0,1,0,0,0,0,62,0,0,52,29,130,0,31,0,0,0,0,455,1,8,0,0,0,14,0,26,923,17,940,
9/1/2017,2,0,6,0,0,1,16,0,37,0,0,0,0,0,0,0,1,0,0,0,2,51,15,0,0,0,0,0,2,0,0,0,0,0,0,0,65,0,0,52,29,130,0,32,0,0,0,0,454,1,8,0,0,0,14,0,25,927,16,943,
9/8/2017,1,0,4,0,0,0,16,0,36,0,0,0,0,0,0,0,1,0,0,0,2,50,15,0,0,0,0,0,3,0,0,0,0,0,0,0,68,0,0,53,29,130,0,33,0,0,0,0,454,1,8,0,0,0,15,0,25,928,16,944,
9/15/2017,1,0,4,0,0,0,16,0,35,0,0,0,0,0,0,0,1,0,0,0,2,46,16,0,0,0,0,0,3,0,0,0,0,0,0,0,67,0,0,52,29,130,0,33,0,0,0,0,451,1,8,0,0,0,16,0,25,919,17,936,
9/22/2017,2,0,5,0,0,0,16,0,33,0,0,0,0,0,0,0,1,0,0,0,2,47,18,0,0,0,0,0,3,0,0,0,0,0,0,0,68,0,0,49,29,127,0,33,0,0,0,0,452,1,8,0,0,0,16,0,25,916,19,935,
9/29/2017,2,0,5,0,0,0,16,0,33,0,0,0,0,0,0,0,2,0,0,0,2,46,21,0,0,0,0,0,4,0,0,0,0,0,0,0,69,0,0,50,29,124,0,33,0,0,0,0,450,1,12,0,0,0,16,0,25,918,22,940,
10/6/2017,2,0,5,0,0,0,16,0,34,0,0,0,0,0,0,0,2,0,0,0,2,45,21,0,0,0,0,0,4,0,0,0,0,0,0,0,69,0,0,50,29,127,0,31,0,0,0,0,447,1,12,0,0,0,16,0,23,914,22,936,
10/13/2017,2,0,6,0,0,0,14,0,34,0,0,0,0,0,0,0,2,0,0,1,2,46,19,0,0,0,0,0,3,0,0,0,0,0,0,0,69,0,0,51,29,124,0,32,0,0,0,0,443,1,12,0,0,0,15,0,23,908,20,928,
10/20/2017,2,0,4,0,0,0,14,0,34,0,0,0,0,0,0,0,1,0,0,1,2,46,19,0,0,0,0,0,3,0,0,0,0,0,0,0,68,0,0,51,29,124,0,32,0,0,0,0,435,1,11,0,0,0,15,0,21,893,20,913,
10/27/2017,2,0,3,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,0,2,44,18,0,0,0,0,0,3,0,0,0,1,0,0,0,67,0,0,49,29,125,0,31,0,0,0,0,439,2,11,0,0,0,13,0,22,889,20,909,
11/3/2017,1,0,5,0,0,0,14,0,37,0,0,0,0,0,0,0,1,0,0,0,2,42,16,0,0,0,0,0,1,0,0,1,0,0,0,0,65,0,0,47,29,117,0,31,0,0,0,0,442,2,10,0,0,0,13,0,22,880,18,898,
11/10/2017,1,0,6,0,0,0,14,0,37,0,0,0,0,0,0,0,1,0,0,0,2,42,16,0,0,0,0,0,1,0,0,1,0,0,0,0,69,0,0,47,29,123,0,31,0,0,0,0,440,2,11,0,0,0,12,0,22,889,18,907,
11/17/2017,1,0,5,0,0,0,14,0,36,0,0,0,0,0,0,0,1,0,0,0,2,43,19,0,0,0,0,0,2,0,0,1,0,0,0,0,68,0,0,46,30,122,0,31,0,0,0,0,447,2,12,0,0,0,12,0,21,894,21,915,
11/22/2017,1,0,5,0,0,0,14,0,37,0,0,0,0,0,0,0,1,0,0,0,2,43,20,0,0,0,0,0,2,0,0,2,0,0,0,0,69,0,0,46,30,122,0,31,0,0,0,0,448,2,11,0,0,0,12,0,25,901,22,923,
12/1/2017,1,0,5,0,0,0,14,0,36,0,0,0,0,0,0,0,1,0,0,1,2,44,18,0,0,0,0,0,2,0,0,2,0,0,0,0,70,0,0,47,30,122,0,31,0,0,0,0,452,2,12,0,0,0,12,0,25,909,20,929,
12/8/2017,1,0,5,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,0,2,45,18,0,0,0,0,0,2,0,0,2,0,0,0,0,73,0,0,46,26,121,0,33,0,0,0,0,457,2,12,0,0,0,13,0,25,911,20,931,
12/15/2017,1,0,5,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,0,2,45,17,0,0,0,0,0,2,0,0,1,0,0,0,0,71,0,0,47,26,121,0,36,0,0,0,0,455,2,12,0,0,0,13,0,26,911,19,930,
12/22/2017,2,0,5,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,0,2,45,17,0,0,0,0,0,2,0,0,1,0,0,0,0,75,0,0,48,26,120,0,36,0,0,0,0,453,2,12,0,0,0,13,0,24,912,19,931,
12/29/2017,2,0,5,0,0,0,14,0,34,0,0,0,0,0,0,0,1,0,0,0,2,45,17,0,0,0,0,0,2,0,0,1,0,0,0,0,75,0,0,46,27,120,0,36,0,0,0,0,452,1,11,0,1,0,13,0,24,911,18,929,
1/5/2018,2,0,5,0,0,0,14,0,34,0,0,0,0,0,0,0,1,0,0,0,2,40,16,0,0,0,0,0,2,0,0,1,0,0,0,0,76,0,0,45,27,118,0,36,0,0,0,0,453,1,11,0,1,0,13,0,26,907,17,924,
1/12/2018,2,0,6,0,0,0,14,0,36,0,0,0,0,0,0,0,1,0,0,0,2,43,18,0,0,0,0,0,2,0,0,1,0,0,0,0,81,0,0,45,27,121,0,36,0,0,0,0,451,1,12,0,1,0,13,0,26,920,19,939,
1/19/2018,1,0,5,0,0,0,14,0,32,0,0,0,0,0,0,0,1,0,0,0,2,44,18,0,0,0,0,0,3,0,0,1,0,0,0,0,82,0,0,44,23,121,0,37,0,0,0,0,452,1,11,0,0,0,15,0,29,917,19,936,
1/26/2018,1,0,5,0,0,0,14,0,32,0,0,0,0,0,0,0,1,0,0,0,2,43,16,0,0,0,0,0,3,0,0,1,0,0,0,0,85,0,0,44,22,117,0,37,0,0,0,0,465,1,10,0,0,0,19,0,29,930,17,947,
2/2/2018,1,0,5,0,0,0,14,0,34,0,0,0,0,0,0,0,1,0,0,0,2,43,15,0,0,0,0,0,3,0,0,1,0,0,0,0,85,0,0,45,23,117,0,37,0,0,0,0,464,1,10,0,0,0,19,0,26,930,16,946,
2/9/2018,1,0,5,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,1,2,46,15,0,0,0,0,0,3,0,0,1,0,0,0,0,88,0,0,49,23,118,0,37,0,0,0,0,478,1,10,0,0,0,19,0,30,959,16,975,
2/16/2018,1,0,9,0,0,0,14,0,32,0,0,0,0,0,0,0,1,0,0,1,2,42,17,0,0,0,0,0,2,0,0,1,0,0,0,0,85,0,0,48,21,123,0,40,0,0,0,0,478,1,10,0,0,0,17,0,30,957,18,975,
2/23/2018,1,0,9,0,0,0,14,0,33,0,0,0,0,0,0,0,1,0,0,0,2,44,16,0,0,0,0,0,0,0,0,1,0,0,0,0,87,0,0,49,22,121,0,39,0,0,0,0,481,1,10,0,0,0,16,0,31,961,17,978,
3/2/2018,1,0,11,0,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,46,13,0,0,0,0,0,3,0,0,1,0,0,0,0,88,0,0,47,22,124,0,41,0,0,0,0,482,1,10,0,0,0,16,0,31,967,14,981,
3/9/2018,1,0,9,0,0,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,0,3,0,0,1,0,0,0,0,87,0,0,50,22,120,0,42,0,0,0,0,489,1,9,0,0,0,16,0,31,971,13,984,
3/16/2018,1,0,7,0,0,1,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,0,0,0,3,0,0,1,0,1,0,0,88,0,0,53,23,124,0,40,0,0,0,0,491,1,9,0,0,0,17,0,30,977,13,990,
3/23/2018,1,0,9,0,0,1,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,0,0,0,4,0,0,1,0,1,0,0,88,0,0,53,22,120,0,40,0,0,0,0,498,1,7,0,0,0,17,0,30,982,13,995,
3/29/2018,1,0,9,0,0,1,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,0,4,0,0,1,0,1,0,0,87,0,0,53,21,121,0,42,0,0,0,0,496,0,7,0,0,0,16,0,30,981,12,993,
4/6/2018,0,0,8,0,0,1,14,0,30,0,0,0,0,0,0,0,0,0,0,2,0,44,12,0,0,0,0,0,5,0,0,1,0,1,0,0,90,0,0,54,22,126,0,41,0,0,0,0,498,0,8,0,0,0,17,0,29,991,12,1003,
4/13/2018,0,0,8,0,0,1,14,0,31,0,0,0,0,0,0,0,0,0,0,1,0,41,16,0,0,0,0,0,5,0,0,1,0,1,0,0,89,0,0,54,23,128,0,41,0,0,0,0,501,0,8,0,0,0,16,0,29,992,16,1008,
4/20/2018,1,0,8,0,0,1,14,0,29,0,0,0,0,0,0,0,0,1,0,1,0,40,18,0,0,0,0,0,5,0,0,1,0,1,0,0,90,0,0,52,22,127,0,40,0,0,0,0,509,0,8,0,0,0,16,0,29,995,18,1013,
4/27/2018,1,0,5,0,0,1,15,0,28,0,0,0,0,0,0,0,0,1,0,0,0,42,18,0,0,0,0,0,5,0,0,1,0,2,0,0,87,0,0,55,24,133,0,39,0,0,0,0,513,0,8,0,0,0,16,0,27,1003,18,1021,
5/4/2018,1,0,6,0,0,1,15,0,27,0,0,1,0,0,0,0,0,1,0,0,0,43,18,0,0,0,0,0,3,0,0,1,0,2,0,0,93,0,0,56,24,135,0,39,0,0,0,0,514,1,8,0,0,0,16,0,27,1013,19,1032,
5/11/2018,1,0,7,1,0,1,15,0,30,0,0,1,0,0,0,0,0,1,0,0,0,43,19,0,0,0,0,0,3,0,0,1,0,2,0,0,89,0,0,56,24,138,0,39,0,0,0,0,522,1,8,0,0,0,17,0,26,1024,21,1045,
5/18/2018,1,0,6,1,0,1,15,0,29,0,0,1,0,0,0,0,0,1,0,1,0,44,17,0,0,0,0,0,3,0,0,1,0,2,0,0,92,0,0,55,23,138,0,39,0,0,0,0,524,1,8,0,0,0,17,0,26,1027,19,1046,
5/25/2018,1,0,8,1,0,1,15,0,31,0,0,1,0,0,0,0,0,1,0,0,0,43,17,0,0,0,0,0,2,0,0,1,0,2,0,0,91,0,0,56,23,140,0,39,0,0,0,0,533,1,8,0,0,0,18,0,26,1040,19,1059,
6/1/2018,1,0,8,1,0,1,15,0,32,0,0,1,0,0,0,0,0,1,0,0,0,41,17,0,0,0,0,0,2,0,0,1,0,2,0,0,90,0,0,55,23,142,0,39,0,0,0,0,534,1,8,0,0,0,18,0,27,1041,19,1060,
6/8/2018,2,0,8,1,0,1,15,0,34,0,0,0,0,0,0,0,0,1,0,0,0,42,17,0,0,0,0,0,3,0,0,1,0,2,0,0,90,0,0,54,23,140,0,39,0,0,0,0,536,2,8,0,0,0,18,0,25,1042,20,1062,
6/15/2018,2,0,6,1,0,1,15,0,33,0,0,0,0,0,0,0,0,1,0,0,0,43,17,0,0,0,0,0,4,0,0,0,0,2,0,0,93,0,0,57,22,140,0,38,0,0,0,0,532,2,8,0,0,0,17,0,25,1039,20,1059,
6/22/2018,2,0,9,0,0,1,15,0,32,0,0,0,0,0,0,0,0,1,0,0,0,39,17,0,0,0,0,0,4,0,0,0,0,2,0,0,93,0,0,56,22,138,0,37,0,0,0,0,532,1,8,0,0,0,17,0,26,1034,18,1052,
6/29/2018,0,0,8,1,0,1,16,0,32,0,0,0,0,0,0,0,0,1,0,0,0,38,17,0,0,0,0,0,2,0,0,0,0,2,0,0,95,0,0,54,22,140,0,37,0,0,0,0,529,1,8,0,0,0,17,0,26,1028,19,1047,
7/6/2018,1,0,6,1,0,1,16,0,31,0,0,0,0,0,0,0,0,2,0,0,0,40,17,0,0,0,0,0,3,0,0,0,0,2,0,0,99,0,0,57,22,141,0,37,0,0,0,0,525,1,6,0,0,0,17,0,27,1033,19,1052,
7/13/2018,1,0,6,0,0,1,15,0,32,0,0,0,0,0,0,0,0,2,0,0,0,41,17,0,0,0,0,0,3,0,0,0,0,2,0,0,99,0,0,57,22,141,0,37,0,0,0,0,526,2,6,0,0,0,17,0,27,1035,19,1054,
7/20/2018,1,0,5,0,0,1,15,0,32,0,0,0,0,0,0,0,0,2,0,0,0,41,15,0,0,0,0,0,3,0,0,0,0,1,0,0,103,0,0,56,23,138,0,37,0,0,0,0,521,2,6,0,0,0,16,0,28,1029,17,1046,
7/27/2018,1,0,5,1,0,1,15,0,32,0,0,0,0,0,0,0,0,2,0,1,0,39,13,0,0,0,0,0,3,0,0,0,0,1,0,0,104,0,0,57,22,137,0,39,0,0,0,0,522,2,6,0,0,0,17,0,28,1032,16,1048,
8/3/2018,2,0,4,1,0,1,15,0,30,0,0,0,0,0,0,0,0,2,0,1,0,39,14,0,0,0,0,0,3,0,0,0,0,1,0,0,102,0,0,56,22,137,0,40,0,0,0,0,522,2,6,0,0,0,14,0,30,1027,17,1044,
8/10/2018,1,0,5,2,0,0,16,0,30,0,0,1,0,0,0,0,0,2,0,0,0,43,16,0,0,0,0,0,3,0,0,0,1,1,0,0,107,0,0,56,23,139,0,39,0,0,0,0,520,2,6,0,0,0,14,0,30,1037,20,1057,
8/17/2018,1,0,4,2,0,0,16,0,30,0,0,1,0,0,0,0,0,2,0,0,0,44,17,0,0,0,0,0,3,0,0,0,0,1,0,0,104,0,0,56,22,140,0,41,0,0,0,0,523,2,6,0,0,0,13,0,29,1036,21,1057,
8/24/2018,1,0,3,2,0,0,15,0,30,0,0,1,0,0,0,0,0,2,0,0,0,40,14,0,0,0,0,0,3,0,0,0,0,1,0,0,103,0,0,52,21,140,0,40,0,0,0,0,526,2,6,0,0,0,13,0,29,1026,18,1044,
8/31/2018,1,0,3,2,0,0,15,0,30,0,0,1,0,0,0,0,0,2,0,1,0,41,14,0,0,0,0,0,6,0,0,0,0,1,0,0,102,0,0,52,21,139,0,41,0,0,0,0,526,2,6,0,0,0,13,0,29,1030,18,1048,
9/7/2018,1,0,4,2,0,0,15,0,30,0,0,1,0,0,0,0,0,2,0,0,0,43,15,0,0,0,0,0,5,0,0,0,0,1,0,0,100,0,0,53,21,137,0,41,0,0,0,0,526,2,5,0,0,0,13,0,31,1029,19,1048,
9/14/2018,1,0,5,2,0,0,15,0,32,0,0,1,0,0,0,0,0,2,0,0,0,44,17,0,0,0,0,0,5,0,0,0,0,1,0,0,99,0,0,54,20,139,0,44,0,0,1,0,524,1,5,0,0,0,13,0,30,1035,20,1055,
9/21/2018,1,0,3,2,0,0,15,0,32,0,0,1,0,0,0,0,0,2,0,0,0,44,17,0,0,0,0,0,5,0,0,0,0,1,0,0,99,0,0,53,18,136,0,44,0,0,1,0,530,1,5,0,0,0,13,0,30,1033,20,1053,
9/28/2018,1,0,4,2,0,0,13,0,33,0,0,1,0,0,0,0,0,2,0,0,0,45,17,0,0,0,0,0,5,0,0,0,0,0,0,0,97,0,0,53,18,141,0,44,0,0,1,0,528,1,6,0,0,0,13,0,29,1034,20,1054,
10/5/2018,1,0,4,1,0,0,13,0,32,0,0,1,0,0,0,0,0,2,0,1,0,41,21,0,0,0,0,0,5,0,0,0,0,0,0,0,99,0,0,52,18,143,0,45,0,0,1,0,523,1,6,0,0,0,13,0,29,1029,23,1052,
10/12/2018,1,0,4,1,0,0,13,0,33,0,0,0,0,0,0,0,0,2,0,1,0,43,21,0,0,0,0,0,5,0,0,0,0,0,0,0,102,0,0,52,17,142,0,45,0,0,0,0,531,1,6,0,0,0,13,0,30,1040,23,1063,
10/19/2018,1,0,2,1,0,0,15,0,33,0,0,0,0,0,0,0,0,2,0,1,0,46,18,0,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,52,17,141,0,44,0,0,0,0,539,1,6,0,0,0,13,0,30,1047,20,1067,
10/26/2018,1,0,4,1,0,0,15,0,32,0,0,0,0,0,0,0,0,2,0,1,0,44,17,0,0,0,0,0,5,0,0,2,0,0,0,0,101,0,0,54,17,141,0,44,0,0,0,0,536,1,6,0,0,0,14,0,30,1049,19,1068,
11/2/2018,1,0,5,0,0,0,15,0,32,0,0,0,0,0,0,0,0,2,0,0,0,45,17,0,0,0,0,0,5,0,0,2,0,0,0,0,102,0,0,54,18,144,0,43,0,0,0,0,532,1,6,0,0,0,13,0,30,1049,18,1067,
11/9/2018,1,0,6,0,0,0,15,0,34,0,0,0,0,0,0,0,0,2,0,0,0,46,19,0,0,0,0,0,5,0,0,2,0,0,0,0,106,0,0,55,17,148,0,45,0,0,0,0,530,2,5,0,0,0,13,0,30,1060,21,1081,
11/16/2018,1,0,6,0,0,0,15,0,34,0,0,0,0,0,0,0,1,2,0,0,0,45,20,0,0,0,0,0,5,0,0,2,0,0,0,0,105,0,0,55,16,146,0,46,0,0,0,0,533,2,5,0,0,0,13,0,30,1060,22,1082,
11/21/2018,1,0,5,0,0,0,15,0,34,0,0,0,0,0,0,0,1,2,0,0,0,46,23,0,0,0,0,0,5,0,0,4,0,0,0,0,108,0,0,52,16,144,0,46,0,0,0,0,530,2,4,0,0,0,13,0,28,1054,25,1079,
11/30/2018,0,0,6,0,0,0,15,0,33,0,0,1,0,0,0,0,1,2,0,0,0,43,22,0,0,0,0,0,5,0,0,4,0,0,0,0,108,0,0,52,16,145,0,46,0,0,0,0,530,1,5,0,0,0,11,0,30,1053,23,1076,
12/7/2018,0,0,7,0,0,0,15,0,33,0,0,1,0,0,0,0,1,2,0,1,0,42,22,0,0,0,0,0,5,0,0,4,0,0,0,0,110,0,0,52,14,142,0,47,0,0,0,0,528,1,6,0,0,0,12,0,30,1052,23,1075,
12/14/2018,0,0,6,0,0,0,15,0,33,0,0,1,0,0,0,0,0,2,0,2,0,42,22,0,0,0,0,0,4,0,0,3,0,0,0,0,105,0,0,50,15,140,0,46,0,0,0,0,531,1,6,0,0,0,12,0,35,1048,23,1071,
12/21/2018,2,0,5,0,0,0,15,0,34,0,0,0,0,0,0,0,0,2,0,2,0,43,23,0,0,0,0,0,6,0,0,3,0,0,0,0,106,0,0,53,14,141,0,47,0,0,0,0,530,1,6,0,0,0,12,0,35,1056,24,1080,
12/28/2018,2,0,7,0,0,0,15,0,34,0,0,0,0,0,0,0,0,2,0,2,0,44,23,0,0,0,0,0,6,0,0,3,0,0,0,0,106,0,0,53,15,140,0,47,0,0,0,0,531,1,6,0,0,0,12,0,34,1059,24,1083,
1/4/2019,2,0,9,0,0,0,10,0,35,0,0,0,0,0,0,0,0,2,0,2,0,44,21,0,0,0,0,0,2,0,0,3,0,0,0,0,105,0,0,53,15,140,0,47,0,0,0,0,533,1,6,0,0,0,12,0,33,1053,22,1075,
1/11/2019,2,0,9,0,0,0,10,0,35,0,0,0,0,0,0,0,0,2,0,3,0,43,20,0,0,0,0,0,2,0,0,3,0,0,0,0,107,0,0,53,16,136,0,49,0,0,0,0,531,1,6,0,0,0,14,0,33,1054,21,1075,
1/18/2019,2,0,10,0,0,0,7,0,34,0,0,0,0,0,0,0,0,2,0,1,0,43,18,0,0,0,0,0,2,0,0,2,0,0,0,0,108,0,0,54,17,126,0,48,0,0,0,0,520,1,6,0,0,0,15,0,34,1031,19,1050,
1/25/2019,2,0,11,0,0,0,6,0,35,0,0,0,0,0,0,0,0,2,0,1,0,43,20,0,0,0,0,0,3,0,0,1,0,0,0,0,112,0,0,57,18,126,0,47,0,0,0,0,517,0,8,0,0,0,17,0,33,1039,20,1059,
2/1/2019,0,0,7,0,0,0,6,0,35,0,0,1,0,0,0,0,0,2,0,0,0,43,19,0,0,0,0,0,3,0,0,0,0,0,0,0,112,0,0,58,18,122,0,47,0,0,0,0,514,0,8,0,0,0,17,0,33,1026,19,1045,
2/8/2019,0,0,11,0,0,0,10,0,35,0,0,1,0,0,0,0,0,2,0,0,0,43,19,0,0,0,0,0,4,0,0,0,0,0,0,0,111,0,0,58,18,120,0,47,0,0,0,0,511,0,8,0,0,0,17,0,34,1030,19,1049,
2/15/2019,1,0,12,0,0,0,11,0,35,0,0,1,0,0,0,0,0,2,0,0,0,46,20,0,0,0,0,0,4,0,0,0,0,0,0,0,109,0,0,57,18,119,0,44,0,0,0,0,508,1,8,0,0,0,18,0,37,1030,21,1051,
2/22/2019,1,0,13,0,0,0,12,0,34,0,0,1,0,0,0,0,0,2,0,0,0,47,17,0,0,0,0,0,4,0,0,0,0,0,0,0,108,0,0,57,18,117,0,44,0,0,0,0,506,2,8,0,0,0,19,0,37,1028,19,1047,
3/1/2019,1,0,11,0,0,0,15,0,34,0,0,1,0,0,0,0,0,2,0,0,0,46,19,0,0,0,0,0,3,0,0,0,0,0,0,0,107,0,0,56,18,115,0,44,0,0,0,0,500,3,8,0,0,0,19,0,36,1016,22,1038,
3/8/2019,1,0,7,0,0,0,15,0,34,0,0,1,0,0,0,0,0,1,0,0,0,47,19,0,0,0,0,0,3,0,0,0,0,0,0,0,105,0,0,53,13,116,0,47,0,0,0,0,499,3,8,0,0,0,19,0,36,1005,22,1027,
3/15/2019,0,0,10,0,0,0,15,0,34,0,0,1,0,0,0,0,0,1,0,0,0,46,19,0,0,0,0,0,3,0,0,0,0,0,0,0,106,0,0,56,13,111,0,47,0,0,0,0,498,3,8,0,0,0,19,0,36,1004,22,1026,
3/22/2019,0,0,9,0,0,0,15,0,34,0,0,1,0,0,0,0,0,1,0,0,0,45,17,0,0,0,0,0,3,0,0,0,0,0,0,0,104,0,0,57,14,109,0,48,0,0,0,0,494,3,8,0,0,0,18,0,36,996,20,1016,
3/29/2019,0,0,6,0,0,0,13,0,30,0,0,1,0,0,0,0,0,1,0,0,0,45,20,0,0,0,0,0,3,0,0,0,0,0,0,0,104,0,0,60,14,108,0,48,0,0,0,0,488,3,7,0,1,0,18,0,36,983,23,1006,
4/5/2019,0,0,8,0,0,0,13,0,32,0,0,1,0,0,0,0,0,1,0,0,0,46,19,0,0,0,0,0,3,0,0,0,1,0,0,0,107,0,0,61,14,107,0,47,0,0,0,0,496,3,7,0,1,0,22,0,36,1003,22,1025,
4/12/2019,1,0,8,0,0,0,13,0,32,0,0,1,0,0,0,0,0,1,0,1,0,45,20,0,0,0,0,0,4,0,0,0,0,0,0,0,105,0,0,61,15,104,0,44,0,0,0,0,499,3,7,0,1,0,21,0,36,999,23,1022,
4/18/2019,1,0,7,0,0,0,13,0,31,0,0,1,0,0,0,0,0,1,0,1,0,43,20,0,0,0,0,0,4,0,0,0,0,0,0,0,105,0,0,61,15,102,0,44,0,0,0,0,497,3,7,0,1,0,21,0,34,989,23,1012,
4/26/2019,1,0,6,0,0,0,12,0,32,0,0,1,0,0,0,0,0,0,0,0,0,44,18,0,0,0,0,0,4,0,0,0,0,0,0,0,104,0,0,58,15,102,0,43,0,0,0,0,488,3,7,0,0,0,21,0,32,970,21,991,
5/3/2019,1,0,9,0,0,0,12,0,33,0,0,1,0,0,0,0,0,0,0,0,0,45,17,0,0,0,0,0,4,0,0,0,0,0,0,0,106,0,0,57,16,103,0,42,0,0,0,0,481,3,7,0,0,0,21,0,32,970,20,990,
5/10/2019,2,0,9,0,0,0,15,0,33,0,0,1,0,0,0,0,0,0,0,0,0,44,17,0,0,0,0,0,2,0,0,0,0,0,0,0,102,0,0,56,16,105,0,43,0,0,0,0,482,3,7,0,0,0,21,0,30,968,20,988,
5/17/2019,2,0,7,0,0,0,15,0,33,0,0,1,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,0,2,0,0,0,0,0,0,0,103,0,0,56,20,103,0,40,0,0,0,0,480,2,7,0,0,0,20,0,33,965,22,987,
5/24/2019,2,0,7,0,0,0,18,0,31,0,0,1,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,0,2,0,0,0,0,0,0,0,99,0,0,57,19,103,0,41,0,0,0,0,479,2,6,0,0,0,21,0,32,961,22,983,
5/31/2019,2,0,7,0,0,0,18,0,31,0,0,1,0,0,0,0,0,0,0,0,0,44,20,0,0,0,0,0,4,0,0,0,0,0,0,0,101,0,0,57,18,102,0,41,0,0,0,0,477,3,6,0,0,0,20,0,32,961,23,984,
6/7/2019,3,0,6,0,0,0,18,0,31,0,0,0,0,0,0,0,0,0,0,0,0,47,21,0,0,0,0,0,4,0,0,0,0,0,0,0,101,0,0,56,18,101,0,39,0,0,0,0,471,2,6,0,0,0,19,0,32,952,23,975,
6/14/2019,3,0,5,0,0,0,18,0,31,0,0,0,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,0,4,0,0,0,0,0,0,0,101,0,0,56,18,101,0,39,0,0,0,0,465,2,6,0,0,0,19,0,31,945,24,969,
6/21/2019,2,0,9,0,0,0,18,0,31,0,0,0,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,56,18,100,0,37,0,0,0,0,461,2,6,0,0,0,21,0,31,943,24,967,
6/28/2019,2,0,7,0,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,48,24,0,0,0,0,0,5,0,0,0,0,0,0,0,99,0,0,55,18,102,0,37,0,0,0,0,462,2,6,0,0,0,21,0,32,941,26,967,
7/3/2019,2,0,9,0,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,46,22,0,0,0,0,0,5,0,0,0,0,0,0,0,102,0,0,55,18,97,0,37,0,0,0,0,461,2,6,0,0,0,22,0,32,939,24,963,
7/12/2019,2,0,8,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,45,24,0,0,0,0,0,5,0,0,0,0,0,0,0,102,0,0,55,18,98,0,37,0,0,0,0,454,2,6,0,0,0,22,0,32,932,26,958,
7/19/2019,1,0,9,1,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,42,24,0,0,0,0,0,5,0,0,0,0,0,0,0,107,0,0,55,17,95,0,37,0,0,0,0,453,1,6,0,0,0,21,0,32,928,26,954,
7/26/2019,0,0,7,2,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,1,0,40,22,0,0,0,0,0,6,0,0,0,0,0,0,0,109,0,0,47,15,93,0,37,0,0,0,0,453,1,7,0,0,0,20,0,36,921,25,946,
