,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Land and Offshore Split by State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,Arkansas,California,,Colorado,Delaware,D.C.,Florida,,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
DATE,Land,Offshore,Land,Offshore,Land,Land,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,TOTAL,
6/15/2007,6,0,8,0,0,45,31,1,111,0,0,0,1,0,0,0,0,2,0,14,8,107,64,0,0,0,1,0,13,0,0,16,0,3,0,0,78,5,0,36,13,197,0,13,0,0,4,3,827,10,40,0,3,1,35,0,77,1697,76,1773,
6/22/2007,7,0,7,0,0,47,32,1,110,0,0,0,1,0,0,0,0,3,0,14,8,114,66,0,0,0,1,0,13,0,0,15,1,3,0,0,82,5,0,35,13,195,0,13,0,0,4,3,812,13,39,0,3,1,35,0,75,1690,81,1771,
6/29/2007,7,0,6,0,0,49,38,1,109,0,0,0,1,0,0,0,0,3,0,10,8,113,64,0,0,0,1,0,13,0,0,19,1,3,0,0,86,5,0,35,13,192,0,13,0,0,4,3,815,12,39,0,3,1,35,0,73,1697,78,1775,
7/6/2007,5,0,9,0,0,48,34,1,108,0,0,0,1,0,0,0,0,3,0,8,8,111,70,0,1,0,1,0,14,0,0,19,0,3,0,0,87,5,0,35,13,191,0,11,0,0,3,3,818,7,37,0,1,1,25,0,71,1673,79,1752,
7/13/2007,5,0,8,0,0,50,37,1,112,0,0,0,1,0,0,0,0,4,0,15,11,117,65,0,1,0,1,0,15,0,0,20,0,4,0,0,85,5,0,36,13,186,0,11,0,0,4,5,828,9,38,0,2,1,32,0,69,1715,76,1791,
7/20/2007,4,1,9,0,0,52,37,1,106,0,0,0,1,0,0,0,0,3,0,14,11,112,69,0,1,0,3,0,15,0,0,20,0,4,0,0,80,5,0,38,13,189,0,12,0,0,3,5,830,8,38,0,2,1,32,0,71,1710,80,1790,
7/27/2007,4,1,7,0,0,51,36,1,101,0,0,0,1,0,0,0,0,3,0,15,10,117,68,0,1,0,3,0,14,0,0,20,0,3,0,0,82,5,0,39,13,188,0,16,0,0,4,5,817,8,37,0,2,1,32,0,70,1696,79,1775,
8/3/2007,5,1,7,0,0,50,35,1,104,0,0,0,1,0,0,0,0,4,0,15,9,119,62,0,1,0,3,0,14,0,0,20,0,2,0,0,85,5,0,40,13,187,0,17,0,0,4,5,826,9,36,0,2,1,32,0,66,1707,74,1781,
8/10/2007,3,1,6,0,0,49,35,1,109,0,0,0,1,0,0,0,0,4,0,15,9,118,60,0,1,0,3,0,14,0,0,18,0,2,0,0,87,6,0,41,13,190,0,17,0,0,4,5,835,9,37,0,2,1,32,0,70,1726,72,1798,
8/17/2007,4,0,4,0,0,50,37,1,117,0,0,0,1,0,0,0,1,4,0,14,9,113,65,0,1,0,3,0,12,0,0,19,0,2,0,0,86,6,0,42,14,190,0,17,0,0,3,5,831,6,35,0,2,1,32,0,68,1722,73,1795,
8/24/2007,4,0,4,0,0,50,35,2,118,0,0,0,1,0,0,0,1,4,0,13,8,111,62,0,1,0,3,0,13,0,0,18,0,2,0,0,89,6,0,41,14,194,0,17,0,0,1,5,845,6,39,0,2,1,33,0,73,1745,71,1816,
8/31/2007,5,1,4,0,0,50,34,2,117,0,0,0,1,0,0,0,1,3,0,14,11,114,65,0,1,0,3,0,9,0,0,16,0,2,0,0,82,6,0,42,14,198,0,17,0,0,1,5,847,6,42,0,3,1,33,0,79,1754,75,1829,
9/7/2007,5,1,6,0,0,49,34,2,110,0,0,0,1,0,0,0,1,2,0,13,12,114,64,0,1,0,3,0,11,0,0,14,0,3,0,0,79,6,0,42,14,193,0,17,0,0,1,5,849,6,41,0,3,1,33,0,78,1740,74,1814,
9/14/2007,4,1,5,0,0,48,35,2,120,0,0,0,1,0,0,0,1,1,0,13,11,113,65,0,1,0,1,0,12,0,0,13,0,3,0,0,75,6,0,40,15,197,0,16,0,0,2,5,823,6,40,0,3,1,33,0,75,1712,75,1787,
9/21/2007,2,1,5,0,0,48,35,1,114,0,0,0,0,0,0,0,1,1,0,15,11,112,52,0,1,0,1,0,11,0,0,13,0,3,0,0,72,6,0,44,15,194,0,16,0,0,2,5,826,6,41,0,3,0,33,0,79,1709,60,1769,
9/28/2007,5,1,5,0,0,49,33,1,119,0,0,0,0,0,0,0,0,2,0,14,11,111,43,0,1,0,1,0,11,0,0,13,0,3,0,0,69,7,0,44,13,194,0,16,0,0,1,5,825,5,44,0,3,0,33,0,78,1710,50,1760,
10/5/2007,4,1,4,0,0,48,37,1,109,0,0,0,0,0,0,0,0,2,0,13,11,113,41,0,1,0,1,0,13,0,0,12,1,3,0,0,66,6,0,43,13,198,0,17,0,0,1,5,838,5,44,0,3,0,33,0,68,1707,48,1755,
10/12/2007,5,1,5,0,0,48,40,1,111,0,0,0,0,0,0,0,0,2,0,14,11,108,38,0,1,0,1,0,12,0,0,13,1,3,0,0,66,6,0,46,14,200,0,18,0,0,1,5,841,6,45,0,3,0,31,0,70,1721,46,1767,
10/19/2007,6,1,8,0,0,48,41,1,112,0,0,0,0,0,0,0,0,2,0,14,10,104,40,0,1,0,1,0,9,0,0,12,1,3,0,0,70,8,0,46,14,191,0,18,0,0,0,5,842,8,46,0,3,0,30,0,69,1714,50,1764,
10/26/2007,6,1,8,0,0,49,41,1,110,0,0,0,0,0,0,0,0,2,0,14,9,116,42,0,1,0,1,0,12,0,0,11,0,2,0,0,74,8,0,49,14,188,0,18,0,0,0,6,820,8,44,0,2,0,31,0,72,1708,52,1760,
11/2/2007,6,1,9,0,0,49,41,1,114,0,0,0,0,0,0,0,0,2,0,14,8,120,47,0,1,0,1,0,9,0,0,10,0,3,0,0,69,8,0,48,14,193,0,18,0,0,0,6,846,8,39,0,3,0,32,0,75,1738,57,1795,
11/9/2007,6,1,11,0,0,48,38,1,116,0,0,0,0,0,0,0,0,2,0,15,8,116,49,0,1,0,1,0,8,0,0,10,0,3,0,0,69,6,0,49,14,198,0,18,0,0,0,6,854,6,40,0,3,0,33,0,71,1744,57,1801,
11/16/2007,3,1,8,1,0,47,39,2,111,0,0,0,0,0,0,0,0,2,0,15,8,114,51,0,1,0,1,0,8,0,0,11,0,3,0,0,73,6,0,48,14,196,0,18,0,0,0,6,848,9,42,0,3,0,33,0,75,1733,64,1797,
11/21/2007,3,1,10,1,0,50,38,2,110,0,0,0,0,0,0,0,0,2,0,16,1,114,51,0,1,0,1,0,6,0,0,11,0,3,0,0,73,2,0,48,13,199,0,17,0,0,0,6,847,12,43,0,1,0,24,0,67,1706,67,1773,
11/30/2007,4,1,10,0,0,52,38,2,114,0,0,0,0,0,0,0,0,2,0,15,8,114,48,0,1,0,1,0,8,0,0,10,0,3,0,0,73,4,0,52,13,203,0,17,0,0,0,6,860,12,41,0,4,0,36,0,71,1760,63,1823,
12/7/2007,4,1,10,0,0,50,36,2,117,0,0,0,0,0,0,0,0,2,0,15,8,114,46,0,1,0,1,0,12,0,0,9,0,3,0,0,79,5,0,55,13,201,0,17,0,0,0,6,860,12,35,0,4,0,36,0,74,1767,61,1828,
12/14/2007,4,0,10,0,0,46,37,2,113,0,0,0,0,0,0,0,0,2,0,15,8,112,48,0,1,0,1,0,10,0,0,12,0,3,0,0,77,5,0,51,13,196,0,19,0,0,0,6,874,11,38,0,4,0,36,0,70,1763,61,1824,
12/21/2007,5,0,9,0,0,43,35,2,104,0,0,0,0,0,0,0,0,2,0,15,8,111,48,0,1,0,1,0,11,0,0,10,0,3,0,0,72,5,0,52,13,196,0,20,0,0,0,6,882,12,38,0,4,0,36,0,65,1747,62,1809,
12/28/2007,5,0,7,0,0,42,33,2,102,0,0,0,0,0,0,0,0,2,0,15,8,109,49,0,1,0,0,0,10,0,0,10,0,3,0,0,68,5,0,47,11,198,0,20,0,0,0,6,873,12,35,0,4,0,36,0,69,1719,63,1782,
1/4/2008,4,0,6,0,0,42,41,2,99,0,0,0,0,0,0,0,0,1,0,15,8,112,49,0,1,0,1,0,11,0,0,10,0,4,0,0,70,5,0,48,11,197,0,20,0,0,0,6,857,12,35,0,4,0,30,0,73,1711,63,1774,
1/11/2008,1,0,7,0,0,47,40,2,103,0,0,0,0,0,0,0,0,1,0,14,8,93,46,0,1,0,1,0,11,0,0,12,0,4,0,0,69,5,0,47,10,190,0,21,0,0,0,6,848,11,39,0,4,0,30,0,73,1685,59,1744,
1/18/2008,2,0,8,0,0,46,39,2,94,0,0,0,0,0,0,0,0,1,0,14,8,99,48,0,1,0,1,0,8,0,0,12,0,3,0,0,68,4,0,49,10,187,0,20,0,0,1,6,845,9,39,0,4,0,30,0,74,1673,59,1732,
1/25/2008,3,0,7,0,0,46,36,1,102,0,0,0,0,0,0,0,0,1,0,13,9,100,48,0,1,0,1,0,10,0,0,12,0,3,0,0,71,4,0,49,11,195,0,18,0,0,1,6,843,8,39,0,3,0,32,0,74,1690,57,1747,
2/1/2008,3,0,9,0,0,42,33,1,119,0,0,0,0,0,0,0,0,1,0,13,8,95,47,0,1,0,1,0,11,0,0,12,0,4,0,0,71,5,0,50,11,193,0,20,0,0,1,6,850,9,39,0,3,0,31,0,74,1706,57,1763,
2/8/2008,3,0,7,0,0,41,32,1,114,0,0,0,0,0,0,0,0,1,0,10,8,92,48,0,0,0,0,0,11,0,0,11,0,4,0,0,69,6,0,53,11,190,0,18,0,0,1,6,865,7,43,0,3,0,28,0,72,1699,56,1755,
2/15/2008,3,0,9,0,0,40,31,1,118,0,0,0,0,0,0,0,0,1,0,10,8,95,49,0,0,0,0,0,12,0,0,11,0,3,0,0,67,6,0,54,12,195,0,20,0,0,1,6,870,5,42,0,3,0,28,0,73,1718,55,1773,
2/22/2008,3,0,11,0,0,43,32,1,112,0,0,0,0,0,0,0,0,1,0,10,8,96,48,0,0,0,1,0,9,0,0,10,0,5,0,0,65,7,0,57,12,201,0,19,0,0,1,6,861,5,42,0,3,0,28,0,74,1717,54,1771,
2/29/2008,3,0,8,0,0,39,34,1,110,0,0,0,0,0,0,0,0,1,0,9,11,93,51,0,0,0,1,0,10,0,0,10,1,5,0,0,68,7,0,57,12,200,0,19,0,0,1,6,852,7,44,0,3,0,28,0,72,1704,59,1763,
3/7/2008,3,0,9,0,0,39,34,1,115,0,0,0,0,0,0,0,0,2,0,9,11,102,53,0,0,0,1,0,11,0,0,11,1,4,0,0,71,3,0,59,13,201,0,20,0,0,2,4,877,7,41,0,3,0,24,0,71,1741,61,1802,
3/14/2008,5,0,10,0,0,37,33,1,118,0,0,0,0,0,0,0,0,2,0,11,11,92,51,0,0,0,1,0,11,0,0,10,0,4,0,0,74,5,0,59,13,203,0,19,0,0,2,4,873,8,42,0,3,0,24,0,66,1732,60,1792,
3/21/2008,5,0,7,0,0,40,34,1,117,0,0,0,0,0,0,0,0,2,0,12,11,90,49,0,0,0,1,0,13,0,0,10,0,4,0,0,73,7,0,56,12,205,0,21,0,0,2,3,872,7,40,0,4,0,23,0,63,1727,57,1784,
3/28/2008,5,0,7,0,0,43,34,1,123,0,0,0,0,0,0,0,0,2,0,12,11,90,52,0,0,0,1,0,14,0,0,12,0,4,0,0,70,8,0,55,12,213,0,22,0,0,2,3,874,7,39,0,4,0,23,0,65,1748,60,1808,
4/4/2008,5,0,8,1,0,44,33,1,123,0,0,0,0,0,0,0,0,2,0,12,12,89,53,0,0,0,0,0,12,0,0,14,0,3,0,0,74,8,0,54,12,206,0,22,0,0,2,3,895,9,38,0,4,0,23,0,68,1766,64,1830,
4/11/2008,6,0,8,1,0,43,35,1,123,0,0,0,0,0,0,0,0,2,0,12,12,87,53,0,0,0,0,0,11,0,0,12,0,3,0,0,76,7,0,55,12,210,0,24,0,0,3,3,872,7,38,0,4,0,23,0,72,1753,62,1815,
4/18/2008,5,0,5,1,1,43,38,1,122,0,0,0,0,0,0,0,0,2,0,12,12,89,53,0,0,0,0,0,10,0,0,12,0,3,0,0,82,7,0,56,12,214,1,22,0,0,2,3,875,8,41,0,4,0,23,0,68,1764,63,1827,
4/25/2008,6,0,6,1,1,42,35,2,125,0,0,0,0,0,0,0,0,2,0,11,9,97,55,0,1,0,0,0,11,0,0,10,0,3,0,0,81,7,0,62,12,214,1,20,0,0,2,5,874,9,42,0,6,0,24,0,66,1775,67,1842,
5/2/2008,6,0,5,0,1,43,34,2,123,0,0,0,0,0,0,0,0,2,0,9,10,96,57,0,0,0,1,0,12,0,0,10,0,3,0,0,79,8,0,65,12,210,1,19,0,0,3,5,872,10,39,0,6,0,26,0,70,1770,69,1839,
5/9/2008,6,0,4,1,1,45,38,2,121,0,0,0,0,0,0,0,1,2,0,11,10,94,56,0,0,0,1,0,12,0,0,10,0,3,0,0,76,8,0,61,12,210,2,19,0,0,3,5,879,10,40,0,6,0,26,0,71,1777,69,1846,
5/16/2008,6,0,6,1,1,47,40,2,122,0,0,0,0,0,0,0,1,2,0,11,10,93,56,0,1,0,1,0,10,0,0,10,0,2,0,0,76,8,0,63,12,205,2,20,0,0,2,5,892,10,40,0,6,0,26,0,73,1793,69,1862,
5/23/2008,5,0,6,1,1,45,42,2,119,0,0,0,0,0,0,0,1,2,0,9,10,95,54,0,1,0,1,0,12,0,0,10,0,2,0,0,76,6,0,66,11,207,2,19,0,0,2,5,925,10,41,0,5,0,26,0,70,1822,67,1889,
5/30/2008,5,0,5,1,1,48,42,1,110,0,0,0,0,0,0,0,1,2,0,9,10,98,54,0,1,0,1,0,14,0,0,13,0,2,0,0,74,7,0,68,11,208,1,19,0,0,2,5,910,11,41,0,5,1,26,0,70,1810,67,1877,
6/6/2008,3,0,7,1,1,48,42,1,106,0,0,0,0,0,0,0,0,2,0,9,11,107,53,0,1,0,1,0,11,0,0,14,0,2,0,0,74,7,0,70,11,207,1,20,0,0,2,5,920,11,38,0,5,1,26,0,68,1820,66,1886,
6/13/2008,3,0,7,0,0,49,42,0,100,0,0,0,0,0,0,0,0,2,0,8,11,105,57,0,1,0,1,0,12,0,0,13,0,2,0,0,79,7,0,71,13,213,1,20,0,0,2,5,918,11,41,0,5,2,26,0,74,1833,68,1901,
6/20/2008,3,0,6,0,0,47,43,0,113,0,0,0,1,0,0,0,0,1,0,9,11,114,58,0,1,0,1,0,13,0,0,12,0,2,0,0,80,7,0,70,13,207,1,20,0,0,2,5,904,12,42,0,5,1,26,0,76,1835,71,1906,
6/27/2008,3,1,6,0,0,54,43,0,113,0,0,0,1,0,0,0,1,1,0,10,11,126,52,0,1,0,1,0,13,0,0,12,0,2,0,0,80,5,0,71,13,200,1,21,0,0,2,4,905,10,42,0,5,1,26,0,76,1849,64,1913,
7/4/2008,4,1,4,0,0,59,43,0,111,0,0,0,1,0,0,0,1,2,0,11,7,123,53,0,1,0,1,0,13,0,0,12,0,2,0,0,81,5,0,70,13,209,1,25,0,0,2,1,915,8,44,0,2,1,19,0,76,1858,63,1921,
7/11/2008,4,1,6,0,0,60,42,0,109,0,0,0,2,0,0,0,1,2,0,11,12,125,57,0,1,0,1,0,11,0,0,12,0,2,0,0,84,5,0,69,13,200,1,24,0,0,2,2,901,7,44,0,8,1,26,0,76,1855,67,1922,
7/18/2008,4,1,7,0,0,58,43,0,106,0,0,0,2,0,0,0,1,2,0,11,12,116,57,0,1,0,1,0,8,0,0,14,0,0,0,0,83,5,0,67,13,205,1,24,0,0,2,2,913,9,49,0,8,1,26,0,76,1859,69,1928,
7/25/2008,2,1,7,0,0,57,44,0,110,0,0,0,2,0,0,0,1,2,0,12,12,130,57,0,1,0,2,0,10,0,0,12,0,0,0,0,84,5,0,70,13,207,1,25,0,0,2,2,919,7,49,0,8,1,26,0,76,1890,67,1957,
8/1/2008,2,1,5,0,0,56,43,0,114,0,0,0,2,0,0,0,1,2,0,13,12,132,57,0,1,0,2,0,12,0,0,11,0,0,0,0,80,6,0,71,13,207,1,24,0,0,2,2,913,7,48,0,8,1,26,0,76,1884,67,1951,
8/8/2008,4,1,5,0,0,56,45,0,112,0,0,0,2,0,0,0,1,2,0,12,12,131,56,0,0,0,2,0,11,0,0,11,0,0,0,0,88,7,0,73,12,208,1,25,0,0,2,2,925,7,46,0,8,1,26,0,73,1901,66,1967,
8/15/2008,7,1,7,3,0,54,45,0,120,0,0,0,2,0,0,0,1,2,0,10,11,137,53,0,0,0,2,0,14,0,0,13,1,0,0,0,81,7,0,75,12,208,1,26,0,0,2,2,924,7,50,0,8,1,26,0,77,1924,66,1990,
8/22/2008,7,1,6,3,0,59,49,2,117,0,0,0,2,0,0,0,1,2,0,10,11,142,51,0,0,0,2,0,12,0,0,14,1,0,0,0,83,7,0,74,11,212,1,25,0,0,2,2,922,9,50,0,6,1,27,0,74,1930,68,1998,
8/29/2008,6,1,6,3,0,59,49,2,116,0,0,1,2,0,0,0,1,2,0,9,11,129,53,0,0,0,2,0,13,0,0,13,1,0,0,0,97,7,0,74,10,215,1,26,0,0,2,2,949,9,50,0,6,1,27,0,76,1961,70,2031,
9/5/2008,5,1,7,3,0,59,48,2,119,0,0,1,2,0,0,0,0,2,0,10,12,127,55,0,0,0,2,0,14,0,0,10,1,2,0,0,92,7,0,75,10,219,1,27,0,0,1,2,929,9,47,0,6,1,28,0,77,1941,72,2013,
9/12/2008,5,1,8,3,0,58,46,1,116,0,0,1,2,0,0,0,0,2,0,11,12,134,56,0,0,0,2,0,17,0,0,12,0,3,0,0,90,7,0,74,10,216,1,28,0,0,1,2,938,11,47,0,6,1,28,0,81,1957,74,2031,
9/19/2008,4,1,8,3,0,59,46,1,116,0,0,1,2,0,0,0,0,2,0,10,12,135,56,0,0,0,2,0,17,0,0,10,0,3,0,0,91,7,0,73,10,211,1,27,0,0,1,2,936,11,42,0,6,1,28,0,83,1944,74,2018,
9/26/2008,4,1,8,3,0,59,46,1,109,0,0,1,2,0,0,0,1,2,0,12,12,125,51,0,0,0,2,0,16,0,0,10,0,4,0,0,91,8,0,75,10,202,1,27,0,0,2,2,939,11,43,0,6,1,28,0,80,1926,69,1995,
10/3/2008,3,1,6,3,0,56,45,0,106,0,0,1,2,0,0,0,1,2,0,12,12,131,57,0,0,0,2,0,15,0,0,9,0,4,0,0,94,8,0,75,10,199,1,27,0,0,2,2,923,9,46,0,6,1,30,0,78,1907,72,1979,
10/10/2008,3,1,6,3,0,56,45,0,106,0,0,1,1,0,0,0,1,2,0,12,12,134,63,0,0,0,2,0,16,0,0,9,0,4,0,0,95,8,0,74,10,205,1,22,0,0,1,2,925,10,44,0,6,1,30,0,79,1912,78,1990,
10/17/2008,4,1,4,3,0,57,45,0,122,0,0,1,1,0,0,0,1,2,0,11,12,132,66,0,0,0,2,0,17,0,0,9,0,4,0,0,93,6,0,74,10,193,1,26,0,0,1,4,918,7,38,0,5,1,30,0,75,1898,78,1976,
10/24/2008,4,1,4,3,0,57,48,0,124,0,0,1,1,0,0,0,1,2,0,11,12,128,61,0,0,0,2,0,16,0,0,8,0,4,0,0,93,4,0,83,10,187,1,29,0,0,2,3,913,7,32,0,5,1,29,0,77,1891,73,1964,
10/31/2008,4,1,5,3,0,57,45,0,124,0,0,0,1,0,0,0,1,2,0,13,12,136,54,0,0,0,2,0,16,0,0,9,0,4,0,0,91,4,0,85,10,197,1,29,0,0,1,3,905,6,36,0,5,1,30,0,78,1906,65,1971,
11/7/2008,4,1,7,3,0,57,46,0,124,0,0,0,1,0,0,0,1,2,0,10,12,140,51,0,0,0,1,0,13,0,0,6,0,4,0,0,92,5,0,90,12,195,1,30,0,0,1,3,915,7,43,0,6,1,31,0,77,1929,63,1992,
11/14/2008,3,1,7,3,0,59,46,0,124,0,0,0,1,0,0,0,1,2,0,10,12,127,51,0,0,0,1,0,14,0,0,7,0,8,0,0,80,5,0,90,12,189,1,27,0,0,0,3,891,8,48,0,6,1,29,0,74,1877,64,1941,
11/21/2008,3,1,7,3,0,57,42,0,123,0,0,0,1,0,0,0,1,2,0,10,12,142,50,0,0,0,1,0,18,0,0,7,0,7,0,0,74,5,0,90,12,190,0,27,0,0,1,3,878,7,44,0,6,1,34,0,82,1879,62,1941,
11/26/2008,3,1,9,3,0,57,40,0,121,0,0,0,1,0,0,0,1,2,0,10,3,141,49,0,0,0,1,0,17,0,0,7,0,8,0,0,69,4,0,86,12,176,0,27,0,0,1,0,883,7,39,0,0,1,11,0,76,1805,61,1866,
12/5/2008,3,1,9,3,0,54,40,0,113,0,0,0,1,0,0,0,1,2,0,11,10,134,51,0,0,0,0,0,19,0,0,8,0,8,0,0,71,3,0,86,12,175,0,27,0,0,1,4,845,7,39,0,4,1,30,0,79,1789,63,1852,
12/12/2008,3,1,10,3,0,52,38,0,103,0,0,0,1,0,0,0,0,2,0,15,10,116,53,0,0,0,0,0,20,0,0,11,0,8,0,0,68,5,0,83,12,168,0,24,0,0,1,4,821,7,38,0,4,1,30,0,78,1725,65,1790,
12/19/2008,2,2,9,3,0,55,38,0,101,0,0,0,1,0,0,0,0,2,0,18,9,119,53,0,0,0,0,0,21,0,0,11,0,4,0,0,63,4,0,81,12,165,0,24,0,0,1,4,816,8,33,0,3,1,30,0,71,1697,67,1764,
12/26/2008,2,2,9,3,0,53,36,1,98,0,0,0,1,0,0,0,0,2,0,20,8,120,53,0,0,0,0,0,17,0,0,7,0,4,0,0,65,4,0,80,12,159,0,24,0,0,1,4,793,8,29,0,3,1,30,0,72,1653,68,1721,
1/2/2009,1,2,9,4,0,50,35,1,93,0,0,0,1,0,0,0,0,2,0,20,2,124,53,0,0,0,0,0,18,0,0,9,0,4,0,0,60,4,0,73,12,159,0,20,0,0,0,0,740,7,32,0,0,1,20,0,67,1555,68,1623,
1/9/2009,1,2,9,4,0,49,34,1,91,0,0,0,1,0,0,0,0,2,0,22,3,127,56,0,0,0,0,0,14,0,0,10,0,4,0,0,60,4,0,68,12,155,0,22,0,0,0,3,707,6,32,0,2,1,26,0,61,1519,70,1589,
1/16/2009,1,2,8,4,0,48,34,1,95,0,0,0,1,0,0,0,0,3,0,23,12,123,56,0,0,0,0,0,13,0,0,4,0,4,0,0,58,2,0,66,8,154,0,23,0,0,0,4,694,5,30,0,4,1,29,0,58,1499,69,1568,
1/23/2009,2,2,11,3,0,49,29,1,77,0,0,0,1,0,0,0,0,3,0,17,12,121,53,0,0,0,0,0,14,0,0,4,0,6,0,0,55,2,0,66,8,149,0,26,0,0,0,4,678,5,26,0,4,2,26,0,59,1450,65,1515,
1/30/2009,2,0,10,0,0,50,24,1,78,0,0,0,1,0,0,0,0,3,0,16,11,117,53,0,0,0,0,0,12,0,0,4,0,6,0,0,57,1,0,68,8,144,0,23,0,0,0,4,657,5,23,0,4,2,27,0,61,1412,60,1472,
2/6/2009,2,0,9,0,0,50,26,1,73,0,0,0,1,0,0,0,0,3,0,16,11,117,54,0,0,0,0,0,12,0,0,4,0,6,0,0,53,2,0,66,8,135,0,22,0,0,0,4,606,6,23,0,4,2,27,0,56,1337,62,1399,
2/13/2009,1,1,8,0,0,51,21,1,69,0,0,0,0,0,0,0,1,3,0,15,11,110,50,0,0,0,0,0,12,0,0,3,0,6,0,0,50,3,0,64,8,134,0,24,0,0,0,4,575,6,22,0,4,2,27,0,53,1281,58,1339,
2/20/2009,1,1,7,0,0,49,23,1,69,0,0,0,0,0,0,0,1,1,0,17,11,104,47,0,0,0,0,0,12,0,0,4,0,5,0,0,46,3,0,62,8,130,0,24,0,0,0,4,559,5,25,0,4,1,25,0,51,1246,54,1300,
2/27/2009,1,1,11,0,0,50,23,1,62,0,0,0,0,0,0,0,1,1,0,16,11,99,45,0,0,0,0,0,12,0,0,3,0,5,0,0,39,3,0,58,8,120,0,25,0,0,0,4,533,5,26,0,4,2,25,0,49,1191,52,1243,
3/6/2009,1,1,11,0,0,47,23,1,63,0,0,0,0,0,0,0,1,2,0,19,11,95,45,0,0,0,0,0,12,0,0,3,0,5,0,0,42,3,0,55,7,115,0,27,0,0,0,4,476,4,23,0,3,2,22,0,47,1119,51,1170,
3/13/2009,1,1,11,0,0,45,22,1,61,0,0,0,0,0,0,0,1,2,0,17,11,95,42,0,0,0,0,0,14,0,0,3,0,5,0,0,43,3,0,50,7,110,0,26,0,0,0,4,453,3,23,0,3,2,23,0,44,1079,47,1126,
3/20/2009,1,1,10,0,0,47,19,0,56,0,0,0,0,0,0,0,1,2,0,22,10,94,38,0,0,0,0,0,11,0,0,2,0,5,0,0,39,3,0,48,7,116,0,27,0,0,0,3,425,5,21,0,3,2,24,0,43,1041,44,1085,
3/27/2009,1,1,9,0,0,47,21,1,55,0,0,0,0,0,0,0,1,1,0,16,10,93,35,0,0,0,0,0,11,0,0,1,0,5,0,0,38,1,0,46,7,110,0,27,0,0,0,3,409,4,18,0,3,2,22,0,41,998,41,1039,
4/3/2009,1,2,12,0,0,47,20,1,55,0,0,0,0,0,0,0,1,1,0,21,8,94,37,0,0,0,0,0,10,0,0,0,0,5,0,0,35,1,0,46,7,106,0,30,0,0,0,3,412,4,18,0,3,2,24,0,37,999,44,1043,
4/9/2009,1,2,9,0,0,48,18,1,50,0,0,0,0,0,0,0,1,0,0,18,8,95,41,0,0,0,0,0,9,0,0,0,0,5,0,0,34,1,0,44,7,102,0,30,0,0,0,3,390,4,18,0,3,2,24,0,37,957,48,1005,
4/17/2009,2,2,7,0,0,45,18,1,52,0,0,0,0,0,0,0,1,0,0,16,8,95,41,0,0,0,0,0,10,0,0,0,0,5,0,0,31,1,0,43,7,91,0,31,0,0,0,3,381,3,17,0,4,2,21,0,37,928,47,975,
4/24/2009,2,2,8,0,0,45,16,2,50,0,0,0,0,0,0,0,1,0,0,18,9,89,43,0,0,0,0,0,10,0,0,1,0,5,0,0,30,1,0,38,7,90,0,30,0,0,1,3,374,4,16,0,4,1,21,0,34,904,51,955,
5/1/2009,2,2,4,0,0,48,16,1,45,0,0,0,0,0,0,0,1,0,0,17,9,91,44,0,0,0,0,0,10,0,0,1,1,4,0,0,34,1,0,37,7,88,0,27,0,0,1,3,371,4,15,0,4,1,22,0,34,894,51,945,
5/8/2009,2,2,5,0,0,48,20,1,43,0,0,0,0,0,0,0,1,0,0,16,10,92,46,0,0,0,0,0,10,0,0,1,1,4,0,0,34,1,0,36,7,84,0,28,0,0,1,3,351,4,14,0,4,1,23,0,35,875,53,928,
5/15/2009,2,2,6,0,0,44,19,1,45,0,0,0,0,0,0,0,1,1,0,16,10,97,49,0,0,0,0,0,9,0,0,1,1,4,0,0,31,1,0,33,7,84,0,31,0,0,1,0,338,4,15,0,5,1,23,0,36,862,56,918,
