,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Canadian Land & Offshore Split by Province,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Alberta,British Columbia,Kavik,Manitoba,New Brunswick,Newfound Land,,N.W. Territories,Nova Scotia,,Ontario,,P.E. Island,Quebec,Saskatchewan,West Coast,,TOTAL CANADA,,,
DATE,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Offshore,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Offshore,TOTAL,
3/28/2003,195,69,0,0,0,0,4,3,0,0,0,0,0,0,17,0,0,284,4,288,
4/4/2003,164,40,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,218,3,221,
4/11/2003,139,22,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,172,3,175,
4/17/2003,84,16,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,108,1,109,
4/25/2003,75,15,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,97,1,98,
5/2/2003,84,13,0,0,0,0,3,2,0,1,0,0,0,0,7,0,0,106,4,110,
5/9/2003,62,10,0,0,0,0,3,2,0,1,0,0,0,0,13,0,0,87,4,91,
5/16/2003,62,9,0,0,0,0,3,2,0,1,0,0,0,0,22,0,0,95,4,99,
5/23/2003,123,6,0,1,0,0,3,1,0,1,0,0,0,0,56,0,0,187,4,191,
5/30/2003,189,7,0,0,0,0,3,1,0,2,1,1,0,0,54,0,0,252,6,258,
6/6/2003,199,6,0,1,0,0,2,1,0,1,1,1,0,0,56,0,0,264,4,268,
6/13/2003,253,5,0,3,0,0,2,1,0,1,1,1,0,0,48,0,0,311,4,315,
6/20/2003,269,8,0,1,0,0,2,1,0,1,1,1,0,0,53,0,0,333,4,337,
6/27/2003,242,10,0,3,0,0,1,1,0,2,1,1,0,0,49,0,0,306,4,310,
7/3/2003,291,16,0,2,0,0,2,1,0,2,1,1,1,0,58,0,0,370,5,375,
7/11/2003,291,19,0,1,0,0,2,1,0,2,1,1,1,0,63,0,0,377,5,382,
7/18/2003,317,27,0,3,0,0,2,1,0,2,1,1,1,0,57,0,0,407,5,412,
7/25/2003,328,33,0,3,0,0,3,1,1,1,1,1,0,0,52,0,0,419,5,424,
8/1/2003,317,35,0,1,0,0,3,1,1,1,1,1,0,0,55,0,0,411,5,416,
8/8/2003,304,34,0,1,0,0,4,1,1,1,0,1,0,0,50,0,0,391,6,397,
8/15/2003,307,37,0,1,0,0,3,1,1,1,0,1,0,0,53,0,0,400,5,405,
8/22/2003,301,43,0,1,0,0,2,1,1,0,0,1,0,1,45,0,0,393,3,396,
8/29/2003,306,51,0,1,0,0,3,1,1,0,0,1,0,1,42,0,0,403,4,407,
9/5/2003,269,47,0,1,0,0,4,1,0,1,0,1,0,1,42,0,0,361,6,367,
9/12/2003,280,44,0,2,0,0,4,0,0,1,0,1,0,1,45,0,0,372,6,378,
9/19/2003,237,45,0,0,0,0,3,0,1,1,0,1,0,1,49,0,0,333,5,338,
9/26/2003,214,42,0,2,0,0,2,0,1,1,0,1,0,1,44,0,0,304,4,308,
10/3/2003,292,49,0,2,0,0,3,0,0,1,0,0,0,1,48,0,0,392,4,396,
10/10/2003,320,51,0,1,0,0,3,0,0,1,0,0,0,1,41,0,0,414,4,418,
10/17/2003,289,52,0,1,0,0,3,0,0,0,0,0,0,1,45,0,0,388,3,391,
10/24/2003,279,52,0,0,0,0,3,0,0,0,0,0,0,1,54,0,0,386,3,389,
10/31/2003,268,52,0,1,0,0,2,0,0,0,0,0,0,1,52,0,0,374,2,376,
11/7/2003,270,52,0,0,0,0,2,0,0,0,0,0,0,1,53,0,0,376,2,378,
11/14/2003,297,59,0,1,0,0,2,0,0,1,0,0,0,1,62,0,0,420,3,423,
11/21/2003,297,65,0,1,0,0,2,0,0,2,0,0,0,0,47,0,0,410,4,414,
11/26/2003,313,68,0,1,0,0,2,0,0,2,0,0,0,0,48,0,0,430,4,434,
12/5/2003,330,83,0,1,0,0,3,0,0,2,0,0,0,0,46,0,0,460,5,465,
12/12/2003,344,81,0,0,0,0,2,0,0,2,0,0,0,1,55,0,0,481,4,485,
12/19/2003,361,91,0,0,0,0,3,0,0,2,0,0,0,1,37,0,0,490,5,495,
12/23/2003,195,88,0,0,0,0,4,0,0,2,0,0,0,1,18,0,0,302,6,308,
12/31/2003,227,89,0,0,0,0,4,0,0,2,0,0,0,1,9,0,0,326,6,332,
1/9/2004,338,121,0,0,0,0,3,0,0,2,0,0,0,0,24,0,0,483,5,488,
1/16/2004,380,145,0,0,0,0,3,0,0,2,0,0,0,1,32,0,0,558,5,563,
1/23/2004,379,156,0,1,0,0,2,3,0,2,0,0,0,1,32,0,0,572,4,576,
1/30/2004,389,157,0,1,0,0,2,3,0,2,0,0,0,1,30,0,0,581,4,585,
2/6/2004,361,153,0,1,0,0,2,6,0,2,0,0,0,1,26,0,0,548,4,552,
2/13/2004,389,146,0,1,0,0,1,5,0,2,0,0,0,1,41,0,0,583,3,586,
2/20/2004,374,146,0,1,0,0,1,6,0,2,0,0,0,1,43,0,0,571,3,574,
2/27/2004,359,145,0,1,0,0,1,5,0,2,0,0,0,1,46,0,0,557,3,560,
3/5/2004,359,139,0,2,1,0,2,4,0,2,0,0,0,1,46,0,0,552,4,556,
3/12/2004,352,116,0,1,1,0,3,4,0,1,0,0,0,1,42,0,0,517,4,521,
3/19/2004,308,101,0,2,1,0,4,5,0,1,0,0,0,1,28,0,0,446,5,451,
3/26/2004,215,84,0,1,1,0,3,1,0,1,0,0,0,0,14,0,0,316,4,320,
4/2/2004,131,46,0,1,1,0,3,0,0,1,0,0,0,0,11,0,0,190,4,194,
4/8/2004,115,25,0,0,1,0,3,0,0,1,0,0,0,0,3,0,0,144,4,148,
4/16/2004,110,21,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,134,3,137,
4/23/2004,101,21,0,0,1,0,3,1,0,1,0,0,0,0,2,0,0,126,4,130,
4/30/2004,119,18,0,0,1,0,3,1,0,1,0,0,0,0,12,0,0,151,4,155,
5/7/2004,140,13,0,0,0,0,1,1,0,1,0,0,0,0,29,0,0,183,2,185,
5/14/2004,119,11,0,0,0,0,1,1,0,1,0,0,0,0,34,0,0,165,2,167,
5/21/2004,157,9,0,0,0,0,1,1,0,0,0,0,0,0,33,0,0,200,1,201,
5/28/2004,155,5,0,0,0,0,1,1,0,1,0,0,0,0,32,0,0,193,2,195,
6/4/2004,214,3,0,0,0,0,2,1,0,1,0,0,0,0,35,0,0,253,3,256,
6/11/2004,225,3,0,0,0,0,2,1,0,2,0,0,0,0,40,0,0,269,4,273,
6/18/2004,158,5,0,1,0,0,2,0,0,2,0,0,0,0,28,0,0,192,4,196,
6/25/2004,260,10,0,1,0,0,3,0,0,3,0,0,0,0,57,0,0,328,6,334,
7/2/2004,315,19,0,2,0,0,3,0,0,3,0,0,0,0,55,0,0,391,6,397,
7/9/2004,237,26,0,2,0,0,3,0,0,3,0,0,0,0,42,0,0,307,6,313,
7/16/2004,169,23,0,2,0,0,3,0,0,3,0,1,0,0,40,0,0,234,7,241,
7/23/2004,287,36,0,2,0,0,3,0,0,3,0,1,0,0,48,0,0,373,7,380,
7/30/2004,323,39,0,2,0,0,3,0,0,3,0,1,0,0,52,0,0,416,7,423,
8/6/2004,296,41,0,2,0,0,1,0,0,3,0,1,0,0,40,0,0,379,5,384,
8/13/2004,269,41,0,1,0,0,1,0,0,3,0,1,0,0,41,0,0,352,5,357,
8/20/2004,288,44,0,2,0,0,1,0,0,3,0,1,0,0,52,0,0,386,5,391,
8/27/2004,190,45,0,3,0,0,1,1,0,3,0,1,0,0,35,0,0,274,5,279,
9/3/2004,193,41,0,1,0,0,3,1,0,0,0,1,0,0,55,0,0,291,4,295,
9/10/2004,170,29,0,1,0,0,3,1,0,0,0,1,0,0,56,0,0,257,4,261,
9/17/2004,177,22,0,2,0,0,3,1,0,0,0,1,0,0,40,0,0,242,4,246,
9/24/2004,215,25,0,2,0,0,4,1,0,0,0,1,0,0,43,0,0,286,5,291,
10/1/2004,250,25,0,1,0,0,4,1,0,0,0,1,0,0,33,0,0,310,5,315,
10/8/2004,328,33,0,2,0,0,4,1,0,0,0,1,0,0,36,0,0,400,5,405,
10/15/2004,328,42,0,2,0,0,4,1,0,0,0,1,0,0,32,0,0,405,5,410,
10/22/2004,268,44,0,2,0,1,1,1,0,0,0,0,0,1,37,1,0,355,1,356,
10/29/2004,294,44,0,2,0,0,2,1,0,0,0,0,0,1,27,1,0,370,2,372,
11/5/2004,335,49,0,2,0,1,2,1,0,0,0,0,0,1,40,1,0,430,2,432,
11/12/2004,350,47,0,2,0,1,2,1,0,0,0,0,0,1,43,1,0,446,2,448,
11/19/2004,357,42,0,1,0,1,3,1,0,1,0,0,0,1,37,0,0,440,4,444,
11/24/2004,362,50,0,0,0,1,3,1,0,1,0,0,0,1,43,0,0,458,4,462,
12/3/2004,354,58,0,2,0,1,3,1,0,1,0,0,0,1,38,0,0,455,4,459,
12/10/2004,379,63,0,2,0,1,2,1,0,1,0,0,0,1,50,0,0,497,3,500,
12/17/2004,396,73,0,2,0,1,3,1,0,1,0,0,0,0,47,0,0,520,4,524,
12/23/2004,297,51,0,0,0,1,3,1,0,1,0,0,0,0,17,0,0,367,4,371,
12/31/2004,265,63,1,0,0,0,2,1,0,1,0,0,0,0,12,1,0,343,3,346,
1/7/2005,331,105,1,0,0,0,2,1,0,1,0,0,0,0,19,1,0,458,3,461,
1/14/2005,373,136,1,2,0,0,2,1,0,1,0,0,0,0,31,1,0,545,3,548,
1/21/2005,397,148,2,3,0,0,2,1,0,1,0,0,0,0,41,1,0,593,3,596,
1/28/2005,388,155,2,3,0,0,2,1,0,1,0,0,0,0,41,1,0,591,3,594,
2/4/2005,371,157,2,3,0,0,2,1,0,1,0,0,0,0,38,1,0,573,3,576,
2/11/2005,385,158,2,2,0,0,4,1,0,0,0,0,0,0,37,0,0,585,4,589,
2/18/2005,386,157,2,2,0,0,4,1,0,0,0,0,0,0,37,0,0,585,4,589,
2/25/2005,405,159,2,2,0,0,0,0,0,0,0,0,0,0,49,0,0,617,0,617,
3/4/2005,396,139,2,3,0,0,0,4,0,0,0,0,0,0,49,0,0,593,0,593,
3/11/2005,307,88,2,2,0,0,0,4,0,0,0,0,0,0,38,0,0,441,0,441,
3/18/2005,241,49,2,2,0,0,2,2,0,1,0,0,0,0,30,0,0,326,3,329,
3/24/2005,252,35,2,2,0,0,2,2,0,1,0,0,0,0,20,0,0,313,3,316,
4/1/2005,188,30,2,0,0,0,2,0,0,1,0,0,0,0,7,0,0,227,3,230,
4/8/2005,156,38,2,0,0,0,2,0,0,1,0,0,0,0,9,0,0,205,3,208,
4/15/2005,115,33,2,0,0,0,2,0,0,1,0,0,0,0,7,0,0,157,3,160,
4/22/2005,114,32,2,0,0,0,2,0,0,1,0,0,0,0,8,0,0,156,3,159,
4/29/2005,113,29,2,0,0,0,2,0,0,1,0,0,0,0,13,0,0,157,3,160,
5/6/2005,133,30,2,0,0,0,2,0,0,1,0,0,0,0,26,0,0,191,3,194,
5/13/2005,177,25,2,0,1,1,3,0,0,0,1,0,0,0,45,0,0,252,3,255,
5/20/2005,183,26,2,0,1,0,3,0,0,0,0,0,0,0,51,1,0,264,3,267,
5/27/2005,193,21,2,0,1,0,3,0,0,0,0,0,0,0,50,1,0,268,3,271,
6/3/2005,274,23,2,1,1,0,3,0,0,0,0,0,0,0,70,1,0,372,3,375,
6/10/2005,228,22,0,0,1,0,3,0,0,0,1,1,0,0,63,0,0,315,4,319,
6/17/2005,165,24,0,0,1,0,3,0,0,0,1,1,0,0,27,0,0,218,4,222,
6/24/2005,180,29,0,2,1,0,3,0,0,0,1,1,0,0,40,0,0,253,4,257,
7/1/2005,245,39,0,0,1,0,3,0,0,0,1,1,0,0,58,0,0,344,4,348,
7/8/2005,287,41,0,0,1,0,2,0,0,0,1,1,0,0,34,0,0,364,3,367,
7/15/2005,371,46,0,2,1,0,2,0,0,0,1,1,0,0,69,0,0,490,3,493,
7/22/2005,400,46,0,2,1,0,3,0,0,0,1,1,0,0,67,0,0,517,4,521,
7/29/2005,400,47,0,3,1,0,3,0,0,0,1,1,0,0,65,0,0,517,4,521,
8/5/2005,429,52,0,4,1,0,3,0,0,0,1,1,0,0,66,0,0,553,4,557,
8/12/2005,446,52,0,3,1,0,3,0,0,0,1,1,0,0,72,0,0,575,4,579,
8/19/2005,414,53,0,1,1,0,3,0,0,1,1,1,0,0,60,0,0,530,5,535,
8/26/2005,390,51,0,1,1,0,3,0,0,1,1,1,0,0,60,0,0,504,5,509,
9/2/2005,410,49,0,6,1,0,3,0,0,1,1,1,0,0,49,0,0,516,5,521,
9/9/2005,431,50,0,8,1,0,3,0,0,1,1,1,0,0,62,0,0,553,5,558,
9/16/2005,340,46,0,5,1,0,4,0,0,1,1,1,0,0,44,0,0,437,6,443,
9/23/2005,314,49,0,4,1,0,4,0,0,1,1,1,0,0,51,0,0,420,6,426,
9/30/2005,405,51,0,5,1,0,4,0,0,1,1,1,0,0,68,0,0,531,6,537,
10/7/2005,350,51,0,5,1,0,3,0,0,1,1,1,0,0,64,0,0,472,5,477,
10/14/2005,404,58,0,4,1,0,3,0,0,1,1,1,0,0,61,0,0,529,5,534,
10/21/2005,426,59,0,4,1,0,3,0,0,1,1,1,0,0,71,0,0,562,5,567,
10/28/2005,434,67,0,4,1,0,3,0,0,1,1,1,0,0,73,0,0,580,5,585,
11/4/2005,439,61,0,1,1,0,3,0,0,1,1,1,0,0,74,0,0,577,5,582,
11/11/2005,427,63,0,3,1,0,3,0,0,1,1,1,0,0,69,0,0,564,5,569,
11/18/2005,472,73,0,5,1,0,3,0,0,1,0,0,0,1,63,0,0,615,4,619,
11/23/2005,486,70,0,7,1,0,3,0,0,1,0,0,0,1,62,0,0,627,4,631,
12/2/2005,492,79,0,6,1,0,3,0,0,1,0,0,0,1,70,0,0,649,4,653,
12/9/2005,526,68,0,9,1,0,3,0,0,1,0,0,0,1,70,0,0,675,4,679,
12/16/2005,500,65,0,8,1,0,3,0,0,1,0,0,0,1,70,0,0,645,4,649,
12/22/2005,414,60,0,5,1,0,3,0,0,1,0,0,0,1,47,0,0,528,4,532,
12/30/2005,302,45,0,0,1,0,3,0,0,1,0,0,0,1,11,0,0,360,4,364,
1/6/2006,454,81,0,8,1,0,3,0,0,1,0,0,0,1,45,0,0,590,4,594,
1/13/2006,501,105,0,8,1,0,3,0,0,1,0,0,0,1,54,0,0,670,4,674,
1/20/2006,492,117,0,4,1,0,3,0,0,1,0,0,0,1,56,0,0,671,4,675,
1/27/2006,498,131,0,7,1,0,3,0,0,1,0,0,0,1,56,0,0,694,4,698,
2/3/2006,534,128,0,8,1,0,1,0,0,1,0,0,0,1,53,0,0,725,2,727,
2/10/2006,517,138,1,8,1,0,2,0,0,1,0,0,0,0,46,0,0,711,3,714,
2/17/2006,527,131,1,7,1,0,2,0,0,1,0,0,0,0,48,0,0,715,3,718,
2/24/2006,506,131,1,6,1,0,3,0,1,1,0,0,0,0,49,0,0,695,4,699,
3/3/2006,494,134,0,8,0,0,2,0,0,1,0,0,0,0,49,0,0,685,3,688,
3/10/2006,500,132,0,7,0,0,3,0,0,1,0,0,0,0,47,0,0,686,4,690,
3/17/2006,487,108,0,4,1,0,3,0,0,0,0,0,0,0,55,0,0,655,3,658,
3/24/2006,515,71,0,3,1,0,3,0,0,0,0,0,0,0,46,0,0,636,3,639,
3/31/2006,348,42,0,1,2,0,2,0,0,0,1,0,0,0,29,0,0,423,2,425,
4/7/2006,212,40,0,0,0,0,2,0,0,0,1,0,0,0,14,0,0,267,2,269,
4/13/2006,147,36,0,1,1,0,2,0,0,0,1,0,0,0,8,0,0,194,2,196,
4/21/2006,125,37,0,1,1,0,2,0,0,0,1,0,0,0,9,0,0,174,2,176,
4/28/2006,104,35,0,1,1,0,3,0,0,0,1,0,0,0,5,0,0,147,3,150,
5/5/2006,104,39,0,1,1,0,2,0,0,0,1,0,0,0,19,0,0,165,2,167,
5/12/2006,131,34,0,1,1,0,2,0,0,0,0,1,0,0,29,0,0,196,3,199,
5/19/2006,183,31,0,1,1,0,2,0,0,0,0,1,0,0,48,0,0,264,3,267,
5/26/2006,226,32,0,2,1,0,2,0,0,0,0,1,0,0,61,0,0,322,3,325,
6/2/2006,206,31,0,2,1,0,3,0,0,0,0,1,0,0,49,0,0,289,4,293,
6/9/2006,335,32,0,4,1,0,3,0,0,0,0,1,0,0,67,0,0,439,4,443,
6/16/2006,328,36,0,8,1,0,3,0,0,0,0,1,0,0,64,0,0,437,4,441,
6/23/2006,281,39,0,9,1,0,3,0,0,0,0,1,0,0,58,0,0,388,4,392,
6/30/2006,345,45,0,8,0,0,2,0,0,0,0,1,0,1,71,0,0,470,3,473,
7/7/2006,431,44,0,9,0,0,2,0,0,0,0,1,0,1,72,0,0,557,3,560,
7/14/2006,439,49,0,7,0,0,2,0,0,0,0,1,0,1,72,0,0,568,3,571,
7/21/2006,401,47,0,6,1,0,2,0,0,0,0,1,0,0,75,0,0,530,3,533,
7/28/2006,413,50,0,8,1,0,2,0,0,0,0,1,0,0,72,0,0,544,3,547,
8/4/2006,361,48,0,5,1,0,2,0,0,0,0,1,0,0,68,0,0,483,3,486,
8/11/2006,353,50,0,6,1,0,2,0,0,0,0,1,0,0,67,0,0,477,3,480,
8/18/2006,345,48,0,2,1,0,2,0,0,0,0,1,0,0,72,0,0,468,3,471,
8/25/2006,363,45,0,6,1,0,2,0,0,0,0,1,0,0,71,0,0,486,3,489,
9/1/2006,363,57,0,5,1,0,4,0,0,0,0,1,0,0,74,0,0,500,5,505,
9/8/2006,351,60,0,6,1,0,4,0,0,0,0,1,0,0,68,0,0,486,5,491,
9/15/2006,368,58,0,3,1,0,4,0,0,0,0,1,0,0,67,0,0,497,5,502,
9/22/2006,265,55,0,4,1,0,4,0,0,0,0,1,0,0,50,0,0,375,5,380,
9/29/2006,242,44,0,1,1,0,4,0,0,0,0,1,0,0,60,0,0,348,5,353,
10/6/2006,336,47,0,3,1,0,5,0,0,0,0,1,0,0,56,0,0,443,6,449,
10/13/2006,355,43,0,4,0,0,3,0,0,0,0,1,0,0,71,0,0,473,4,477,
10/20/2006,341,45,0,1,0,0,2,0,0,0,0,1,0,0,65,0,0,452,3,455,
10/27/2006,231,39,0,3,0,0,2,0,0,0,0,1,0,0,67,0,0,340,3,343,
11/3/2006,264,39,0,4,0,0,2,0,0,0,0,1,0,0,66,0,0,373,3,376,
11/10/2006,332,44,0,2,0,1,4,0,0,0,0,1,0,0,62,0,0,441,5,446,
11/17/2006,342,44,0,1,0,1,4,0,0,0,0,1,0,0,59,0,0,447,5,452,
11/22/2006,335,46,0,2,0,1,4,0,0,0,0,1,0,0,64,0,0,448,5,453,
12/1/2006,319,49,0,2,0,1,3,0,0,0,0,1,0,0,67,0,0,438,4,442,
12/8/2006,345,47,0,3,0,1,3,0,0,0,0,1,0,0,63,0,0,459,4,463,
12/15/2006,369,55,0,2,1,1,3,0,0,0,0,1,0,0,65,0,0,493,4,497,
12/22/2006,352,54,0,0,1,0,3,0,0,0,0,1,0,0,39,0,0,446,4,450,
12/29/2006,337,53,0,0,1,0,3,0,0,0,0,1,0,0,34,0,0,425,4,429,
1/5/2007,324,64,0,0,1,0,4,0,0,0,0,1,0,0,23,0,0,412,5,417,
1/12/2007,435,82,0,2,1,0,3,0,0,0,0,1,0,0,62,0,0,582,4,586,
1/19/2007,460,77,0,3,1,0,1,0,0,0,0,1,0,0,63,0,0,604,2,606,
1/26/2007,506,79,0,4,1,0,3,0,0,0,0,1,0,0,70,0,0,660,4,664,
2/2/2007,503,79,0,5,1,0,0,0,0,0,0,1,0,0,71,0,0,659,1,660,
2/9/2007,493,73,0,4,1,0,1,0,0,0,0,1,0,0,68,0,0,639,2,641,
2/16/2007,486,74,1,5,0,0,0,0,0,1,0,1,0,0,68,0,0,634,2,636,
2/23/2007,459,71,1,6,0,0,0,0,0,1,0,1,0,0,64,0,0,601,2,603,
3/2/2007,456,59,2,10,0,0,0,0,0,0,0,1,0,0,73,0,0,600,1,601,
3/9/2007,423,47,2,8,0,0,1,0,0,0,0,1,0,0,71,0,0,551,2,553,
3/16/2007,304,42,1,5,0,0,1,0,0,0,0,1,0,0,55,0,0,407,2,409,
3/23/2007,167,40,2,3,1,0,1,0,0,0,0,1,0,0,31,0,0,244,2,246,
3/30/2007,99,32,0,0,1,0,2,0,0,0,0,1,0,0,14,0,0,146,3,149,
4/6/2007,84,29,0,0,2,0,3,0,0,0,0,1,0,0,7,0,0,122,4,126,
4/13/2007,61,24,0,0,2,0,4,0,0,0,0,1,0,0,5,0,0,92,5,97,
4/20/2007,61,22,0,0,2,0,4,0,0,0,0,1,0,0,8,0,0,93,5,98,
4/27/2007,49,21,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,77,2,79,
5/4/2007,46,19,0,0,2,0,1,0,0,0,0,1,0,0,20,0,0,87,2,89,
5/11/2007,51,16,0,0,2,0,1,0,0,0,0,1,0,0,32,0,0,101,2,103,
5/18/2007,68,16,0,0,2,0,1,0,0,0,0,1,0,0,33,0,0,119,2,121,
5/25/2007,52,16,0,0,2,0,1,0,0,0,0,1,0,0,42,0,0,112,2,114,
6/1/2007,60,19,0,2,2,0,1,0,0,0,0,1,0,0,51,0,0,134,2,136,
6/8/2007,132,21,0,4,2,0,1,0,0,0,0,1,0,0,65,0,0,224,2,226,
6/15/2007,164,23,0,4,2,0,1,0,0,0,0,1,0,0,56,0,0,249,2,251,
6/22/2007,135,26,0,2,2,0,1,0,0,0,0,1,0,0,38,0,0,203,2,205,
6/29/2007,146,29,0,5,2,0,1,0,0,0,0,1,0,0,47,0,0,229,2,231,
7/6/2007,194,28,0,4,2,0,1,0,0,0,0,1,0,0,56,0,0,284,2,286,
7/13/2007,252,34,0,4,2,0,1,0,0,0,0,1,0,0,66,0,0,358,2,360,
7/20/2007,270,39,0,5,2,0,1,0,0,0,0,1,0,0,59,0,0,375,2,377,
7/27/2007,262,38,0,5,2,0,1,0,0,0,0,1,0,0,62,0,0,369,2,371,
8/3/2007,275,45,0,6,2,0,1,0,0,0,0,1,0,0,64,0,0,392,2,394,
8/10/2007,260,50,0,5,2,0,1,0,0,0,0,1,0,0,58,0,0,375,2,377,
8/17/2007,212,41,0,5,2,0,1,0,0,0,0,1,0,0,59,0,0,319,2,321,
8/24/2007,212,48,0,6,2,0,1,0,0,0,0,1,0,0,49,0,0,317,2,319,
8/31/2007,193,45,0,5,2,0,2,0,0,0,0,1,0,0,57,0,0,302,3,305,
9/7/2007,219,42,0,5,2,0,2,0,0,0,0,1,0,0,64,0,0,332,3,335,
9/14/2007,239,50,0,8,2,0,2,0,0,0,0,1,0,0,62,0,0,361,3,364,
9/21/2007,235,50,0,6,2,0,2,0,0,0,0,1,0,0,63,0,0,356,3,359,
9/28/2007,237,43,0,7,2,0,2,0,0,0,0,1,0,0,55,0,0,344,3,347,
10/5/2007,212,42,0,6,2,0,2,0,0,0,0,1,0,0,67,0,0,329,3,332,
10/12/2007,223,42,0,7,2,0,2,0,0,0,0,1,0,0,66,0,0,340,3,343,
10/19/2007,212,41,0,6,2,0,2,0,0,0,0,1,0,0,67,0,0,328,3,331,
10/26/2007,230,41,0,5,2,0,2,0,0,0,0,1,0,0,64,0,0,342,3,345,
11/2/2007,243,45,0,5,2,0,2,0,0,0,0,1,0,0,70,0,0,365,3,368,
11/9/2007,229,53,0,5,1,0,1,0,0,0,0,1,0,0,71,0,0,359,2,361,
11/16/2007,227,51,0,4,1,0,2,0,0,0,0,1,0,0,70,0,0,353,3,356,
11/21/2007,257,52,0,5,1,0,2,0,0,0,0,1,0,0,73,0,0,388,3,391,
11/30/2007,252,53,0,5,1,0,1,0,0,0,0,1,0,0,68,0,0,379,2,381,
12/7/2007,253,52,0,8,1,0,1,0,0,0,0,1,0,0,74,0,0,388,2,390,
12/14/2007,285,49,0,8,1,0,1,0,0,0,0,1,0,0,74,0,0,417,2,419,
12/21/2007,257,56,0,8,1,0,1,0,0,0,0,1,0,0,48,0,0,370,2,372,
12/28/2007,185,49,0,1,1,0,1,0,0,0,0,1,0,0,22,0,0,258,2,260,
1/4/2008,231,48,0,2,1,0,1,0,0,0,0,1,0,0,35,0,0,317,2,319,
1/11/2008,364,81,0,6,1,0,1,0,0,0,0,1,0,0,61,0,0,513,2,515,
1/18/2008,395,90,1,7,2,0,2,0,0,0,0,1,0,1,61,0,0,557,3,560,
1/25/2008,420,85,1,7,2,0,2,0,0,0,0,1,0,0,64,0,0,579,3,582,
2/1/2008,433,81,1,5,1,0,1,0,0,0,0,0,0,0,71,0,0,592,1,593,
2/8/2008,436,79,1,7,1,0,1,0,0,0,0,0,0,0,73,0,0,597,1,598,
2/15/2008,477,72,2,8,1,0,1,0,0,0,1,0,0,0,70,0,0,631,1,632,
2/22/2008,490,71,2,10,1,0,1,0,0,0,1,0,0,0,71,0,0,646,1,647,
2/29/2008,474,63,2,13,1,0,1,0,0,0,1,0,0,0,77,0,0,631,1,632,
3/7/2008,463,62,2,11,1,0,1,2,0,0,1,0,0,0,80,0,0,622,1,623,
3/14/2008,359,60,2,9,1,0,1,2,0,0,0,0,0,0,76,0,0,509,1,510,
3/21/2008,228,47,2,2,1,0,0,2,0,0,0,0,0,0,46,0,0,328,0,328,
3/28/2008,108,39,2,0,2,0,1,1,0,0,0,0,0,0,18,0,0,170,1,171,
4/4/2008,77,34,2,0,2,0,1,0,0,0,0,0,0,0,10,0,0,125,1,126,
4/11/2008,61,35,0,0,2,0,1,0,0,0,1,0,0,0,12,0,0,111,1,112,
4/18/2008,55,28,0,0,2,0,1,0,0,0,1,0,0,0,9,0,0,95,1,96,
4/25/2008,46,28,0,0,1,1,1,0,0,0,1,0,0,0,10,0,0,87,1,88,
5/2/2008,42,28,0,0,1,1,1,0,0,0,1,0,0,0,21,0,0,94,1,95,
5/9/2008,41,27,0,0,1,1,1,0,0,0,1,0,0,0,50,0,0,121,1,122,
5/16/2008,41,26,0,0,1,0,1,0,0,0,1,0,0,0,62,0,0,131,1,132,
5/23/2008,54,25,0,1,2,0,0,0,0,0,1,0,0,0,69,0,0,152,0,152,
5/30/2008,60,24,0,6,2,0,0,0,0,0,1,0,0,0,83,0,0,176,0,176,
6/6/2008,99,22,0,6,1,0,0,0,0,0,1,0,0,0,89,0,0,218,0,218,
6/13/2008,121,20,0,6,3,0,0,0,0,0,1,0,0,0,79,0,0,230,0,230,
6/20/2008,135,29,0,7,3,1,0,0,0,0,1,0,0,0,83,0,0,259,0,259,
6/27/2008,205,42,0,7,3,1,1,0,0,0,1,0,0,0,96,0,0,355,1,356,
7/4/2008,230,49,0,6,3,1,1,0,0,0,0,0,0,0,98,0,0,387,1,388,
7/11/2008,247,54,0,6,2,1,1,0,0,0,0,0,0,0,103,0,0,413,1,414,
7/18/2008,234,61,0,8,2,1,1,0,0,0,0,0,0,0,103,0,0,409,1,410,
7/25/2008,257,62,0,9,3,1,1,0,0,0,0,0,0,0,102,0,0,434,1,435,
8/1/2008,268,65,0,11,3,1,1,0,0,0,0,0,0,0,102,0,0,450,1,451,
8/8/2008,284,65,0,8,3,1,1,0,0,0,0,0,0,0,113,0,0,474,1,475,
8/15/2008,250,64,0,12,3,1,1,0,0,0,0,0,0,0,95,0,0,425,1,426,
8/22/2008,272,63,0,11,0,0,1,0,1,0,0,0,0,0,109,0,0,456,1,457,
8/29/2008,262,59,0,11,0,1,1,0,2,0,0,0,0,0,100,0,0,435,1,436,
9/5/2008,250,62,0,11,0,1,1,0,2,0,0,0,0,0,91,0,0,417,1,418,
